image_id,category,attack_family,attack_name,attack_parameter,suspect_path,watermark_score,provenance_score,exact_hash_match,forensic_score,semantic_score,cosine_similarity,acs,decision,ssim,difference_score,histogram_score,edge_score,suspicious_region_ratio,evidence_agreement,semantic_integrity_risk,alignment_method
H1,Unknown,patch,patch_20,20%_center_area_blurred,research_experiments\H1\patch\H1_patch_20.png,0.87890625,0.0,False,0.8909018102781653,0.9168224930763245,0.8336449861526489,0.6729536724785304,Mixed archival consistency,0.8460857550211532,0.9291774749755859,0.99091750220337,0.8615415096282959,0.06787490844726562,0.16796434559815263,0.3444168785214424,orb_homography
H2,Unknown,control,control_exact,exact_byte_copy,research_experiments\H2\control\H2_control_exact.png,0.99609375,1.0,True,1.0,0.9985731840133667,0.9971463680267334,0.99859539270401,Archive-consistent with low semantic risk,1.0,1.0,1.0,1.0,0.0,0.9968087314876736,0.0,orb_homography
H2,Unknown,jpeg,jpeg_q95,95,research_experiments\H2\jpeg\H2_jpeg_q95.jpg,0.9951171875,0.0,False,0.9909395103094469,0.9882484972476959,0.9764969944953918,0.7434417481111981,Mixed archival consistency,0.9935911094115502,0.9912315845489502,0.9999448105379235,0.9734926223754883,0.0,0.10603357204454658,0.18163693904876707,orb_homography
H2,Unknown,jpeg,jpeg_q75,75,research_experiments\H2\jpeg\H2_jpeg_q75.jpg,0.962890625,0.0,False,0.9737568549803799,0.9657103419303894,0.9314206838607788,0.7251871298251928,Mixed archival consistency,0.9766765466065153,0.9797582626342773,0.9995075322939169,0.9292447566986084,0.00012969970703125,0.12159263753545074,0.17676343485713003,orb_homography
H2,Unknown,jpeg,jpeg_q50,50,research_experiments\H2\jpeg\H2_jpeg_q50.jpg,0.5869140625,0.0,False,0.9366910318822582,0.9653392732143402,0.9306785464286804,0.6236685039657537,Mixed archival consistency,0.9144781697241139,0.9644534587860107,0.9896020753446333,0.9041478633880615,0.0012054443359375,0.16662383923510185,0.16546909660100936,orb_homography
H2,Unknown,jpeg,jpeg_q25,25,research_experiments\H2\jpeg\H2_jpeg_q25.jpg,0.5068359375,0.0,False,0.9193985528231888,0.958989679813385,0.91797935962677,0.5982855988836533,Low technical consistency with limited semantic concentration,0.8979638949633787,0.9569591045379638,0.9725506739223748,0.8679494857788086,0.004520416259765625,0.1692878357615126,0.18372911289334296,orb_homography
H2,Unknown,crop,crop_10,10%_area_removed,research_experiments\H2\crop\H2_crop_10.png,0.533203125,0.0,False,0.9706847234148306,0.9901682436466217,0.9803364872932434,0.6244881990269526,Mixed archival consistency,0.9635253886137101,0.9789448261260987,0.996161607033253,0.9529190063476562,0.002040863037109375,0.1444528573638213,0.15825665682554246,orb_homography
H2,Unknown,crop,crop_25,25%_area_removed,research_experiments\H2\crop\H2_crop_25.png,0.484375,0.0,False,0.9549951294127197,0.9771341383457184,0.9542682766914368,0.6052330173862595,Mixed archival consistency,0.9402200320689307,0.9716703414916992,0.9941416623627468,0.9323818683624268,0.002201080322265625,0.1492725925952539,0.1525938833504915,orb_homography
H2,Unknown,crop,crop_50,50%_area_removed,research_experiments\H2\crop\H2_crop_50.png,0.5029296875,0.0,False,0.9392845027068554,0.959424614906311,0.9188492298126221,0.6014167068882644,Mixed archival consistency,0.9260806701430506,0.9594533443450928,0.96862333654518,0.9159424304962158,0.010555267333984375,0.16244691646557505,0.16379946447908877,orb_homography
H2,Unknown,resize,resize_050,scale_0.5;interpolation_INTER_LINEAR,research_experiments\H2\resize\H2_resize_050.png,0.5009765625,0.0,False,0.916897392202518,0.9932309687137604,0.9864619374275208,0.6065929096796316,Mixed archival consistency,0.8944480167390754,0.955183458328247,0.9907108103819583,0.8466219902038574,0.014739990234375,0.15715388434515878,0.2002222694456577,orb_homography
H2,Unknown,resize,resize_075,scale_0.75;interpolation_INTER_LINEAR,research_experiments\H2\resize\H2_resize_075.png,0.5078125,0.0,False,0.9413477108138367,0.9875152111053467,0.9750304222106934,0.6114772304943714,Mixed archival consistency,0.9228495349086696,0.9667402267456054,0.9953568709815517,0.9005122184753418,0.00537109375,0.15241961533092024,0.17416184827685358,orb_homography
