image_id,category,attack_family,attack_name,attack_parameter,suspect_path,watermark_score,provenance_score,exact_hash_match,forensic_score,semantic_score,cosine_similarity,acs,decision,ssim,difference_score,histogram_score,edge_score,suspicious_region_ratio,evidence_agreement,semantic_integrity_risk,alignment_method
H1,Unknown,resize,resize_150,scale_1.5;interpolation_INTER_LINEAR,research_experiments\H1\resize\H1_resize_150.png,0.890625,0.0,False,0.9721840415023673,0.9985183477401733,0.9970366954803467,0.7166485626225254,Mixed archival consistency,0.977821301323289,0.9745702743530273,0.9954747455407468,0.9280045032501221,0.000850677490234375,0.12763782330998522,0.19195786282420157,orb_homography
H1,Unknown,rotation,rotate_2,2_degrees;border_BORDER_REFLECT_101,research_experiments\H1\rotation\H1_rotate_2.png,0.5341796875,0.0,False,0.9525482548319926,0.9896067976951599,0.9792135953903198,0.6209366121499464,Mixed archival consistency,0.9516231994155188,0.965129041671753,0.9925441092240922,0.8943595886230469,0.007076263427734375,0.15048802932130462,0.19551035046577453,orb_homography
H1,Unknown,rotation,rotate_5,5_degrees;border_BORDER_REFLECT_101,research_experiments\H1\rotation\H1_rotate_5.png,0.4814453125,0.0,False,0.9536223164555185,0.9812456667423248,0.9624913334846497,0.6054594914388012,Mixed archival consistency,0.953171938452546,0.9656194686889649,0.992356225706699,0.8962442874908447,0.006740570068359375,0.14794772044056864,0.19308713525533677,orb_homography
H1,Unknown,rotation,rotate_10,10_degrees;border_BORDER_REFLECT_101,research_experiments\H1\rotation\H1_rotate_10.png,0.4697265625,0.0,False,0.9518555820054184,0.9700412452220917,0.9400824904441833,0.5988151305927112,Low technical consistency with limited semantic concentration,0.9512618665375041,0.9645787715911865,0.9919215388108585,0.8923654556274414,0.00738525390625,0.1510854347577841,0.1928419491648674,orb_homography
H1,Unknown,blur,blur_sigma1,sigma_1,research_experiments\H1\blur\H1_blur_sigma1.png,0.4736328125,0.0,False,0.9040040577079815,0.9920653700828552,0.9841307401657104,0.5968286256914529,Low technical consistency with limited semantic concentration,0.8896340312468498,0.9402053833007813,0.9879586317589492,0.8028240203857422,0.0337371826171875,0.15855811299141462,0.25198394536972046,orb_homography
H1,Unknown,blur,blur_sigma3,sigma_3,research_experiments\H1\blur\H1_blur_sigma3.png,0.466796875,0.0,False,0.7765708662930628,0.9374471306800842,0.8748942613601685,0.5532475312126378,Low technical consistency with limited semantic concentration,0.6867052698589752,0.8770122051239013,0.9834684430610308,0.671867847442627,0.0537261962890625,0.21398324342575942,0.2934176912903786,orb_homography
H1,Unknown,blur,blur_sigma5,sigma_5,research_experiments\H1\blur\H1_blur_sigma5.png,0.4677734375,0.0,False,0.7235076222523206,0.913002222776413,0.8260044455528259,0.5355455506583879,Low technical consistency with limited semantic concentration,0.5919812025759009,0.838528060913086,0.9766154406760325,0.6732783317565918,0.054973602294921875,0.23645736276090748,0.30180714264512065,orb_homography
H1,Unknown,brightness,brightness_minus20,-20,research_experiments\H1\brightness\H1_brightness_minus20.png,0.9931640625,0.0,False,0.877685795731802,0.9978078305721283,0.9956156611442566,0.7231705239429989,Mixed archival consistency,0.9824415195269964,0.7505566120147705,0.6559532737380802,0.9970331192016602,0.0002593994140625,0.12473725545545372,0.3053586907684803,orb_homography
H1,Unknown,brightness,brightness_plus20,20,research_experiments\H1\brightness\H1_brightness_plus20.png,0.9892578125,0.0,False,0.8794308297401212,0.9978477954864502,0.9956955909729004,0.7225549577189593,Mixed archival consistency,0.9873916663013909,0.7519632339477539,0.655985323447775,0.9914398193359375,0.00031280517578125,0.1254377354503673,0.3052139256894589,orb_homography
H1,Unknown,brightness,brightness_plus40,40,research_experiments\H1\brightness\H1_brightness_plus40.png,0.9765625,0.0,False,0.8002805636642697,0.9928759634494781,0.9857519268989563,0.7020595267676973,Mixed archival consistency,0.9551950761212845,0.509913969039917,0.6442508402652539,0.9755110740661621,0.0,0.13973310493347496,0.3041469685733318,orb_homography
H1,Unknown,contrast,contrast_075,0.75,research_experiments\H1\contrast\H1_contrast_075.png,0.9033203125,0.0,False,0.8132517195598137,0.9954600930213928,0.9909201860427856,0.6871184499433807,Mixed archival consistency,0.937342848982084,0.5826779842376709,0.6798127539491284,0.9587068557739258,0.029582977294921875,0.1549293827909386,0.3638666491955519,orb_homography
H1,Unknown,contrast,contrast_125,1.25,research_experiments\H1\contrast\H1_contrast_125.png,0.9013671875,0.0,False,0.8195422085256229,0.9907028079032898,0.9814056158065796,0.6864610809511116,Mixed archival consistency,0.9601603699937628,0.6163496971130371,0.6197571709315146,0.9361269474029541,0.000244140625,0.15593840010688276,0.3102530898153782,orb_homography
H1,Unknown,contrast,contrast_150,1.5,research_experiments\H1\contrast\H1_contrast_150.png,0.6259765625,0.0,False,0.6770212720595692,0.9746576547622681,0.9493153095245361,0.5842956914655942,Low technical consistency with limited semantic concentration,0.8723545447794694,0.303723669052124,0.5246391439764045,0.8655662536621094,7.62939453125e-06,0.217957923164251,0.30554329477250575,orb_homography
H1,Unknown,patch,patch_05,5%_center_area_blurred,research_experiments\H1\patch\H1_patch_05.png,0.970703125,0.0,False,0.9746281478364769,0.9904866218566895,0.9809732437133789,0.7347473973743022,Mixed archival consistency,0.9648228167323614,0.9859774112701416,0.9994692789758236,0.9602875709533691,0.02333831787109375,0.11427969572147689,0.283326348811388,orb_homography
H1,Unknown,patch,patch_10,10%_center_area_blurred,research_experiments\H1\patch\H1_patch_10.png,0.93359375,0.0,False,0.9440777484185668,0.9754869937896729,0.9509739875793457,0.7148600853206153,Mixed archival consistency,0.9221259345185212,0.9666590213775634,0.9977215186092718,0.9186539649963379,0.051181793212890625,0.13184045684874324,0.32702194631099707,orb_homography
